,Unnamed: 0,Unnamed: 0.1,id,label,template,placeholders,nr_instances,err
96353,96353,96353,71813,moving phone up,Moving [something] up,['phone'],2,
96359,96359,96359,153915,moving pencil down,Moving [something] down,['pen'],2,
96373,96373,96373,107621,putting pen on a surface,Putting [something] on a surface,['pen'],2,
96419,96419,96419,166937,moving key down,Moving [something] down,['key'],2,
96424,96424,96424,146889,taking remote,Taking [one of many similar things on the table],['remote'],2,
96434,96434,96434,38740,pushing glasses from right to left,Pushing [something] from right to left,['glass'],2,
96439,96439,96439,158471,moving brush up,Moving [something] up,['brush'],2,
96479,96479,96479,172955,pushing spoon from right to left,Pushing [something] from right to left,['spoon'],2,
96504,96504,96504,7454,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
96511,96511,96511,72748,pushing box from left to right,Pushing [something] from left to right,['box'],2,
96554,96554,96554,92325,moving mp3 player down,Moving [something] down,['player'],2,
96579,96579,96579,200767,moving paper down,Moving [something] down,['paper'],2,
96581,96581,96581,102945,pushing a spoon from right to left,Pushing [something] from right to left,['spoon'],2,
96592,96592,96592,195153,moving bottle down,Moving [something] down,['bottle'],2,
96606,96606,96606,127621,taking book,Taking [one of many similar things on the table],['book'],2,
96610,96610,96610,167041,putting cup on a surface,Putting [something] on a surface,['cup'],2,
96613,96613,96613,106020,moving leaf up,Moving [something] up,['leaf'],2,
96617,96617,96617,50250,moving brush down,Moving [something] down,['brush'],2,
96618,96618,96618,207074,putting glass bottle on a surface,Putting [something] on a surface,['bottle'],2,
96636,96636,96636,204448,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
96640,96640,96640,142468,pushing banana from left to right,Pushing [something] from left to right,['banana'],2,
96650,96650,96650,208786,moving mobile phone up,Moving [something] up,['phone'],2,
96675,96675,96675,113695,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
96686,96686,96686,54328,uncovering glass,Uncovering [something],['glass'],2,
96690,96690,96690,33282,moving flashdisk up,Moving [something] up,['pendrive'],2,
96692,96692,96692,83993,pushing glasses from right to left,Pushing [something] from right to left,['glass'],2,
96714,96714,96714,70557,moving color pencils down,Moving [something] down,['pen'],2,
96728,96728,96728,159875,moving tissue up,Moving [something] up,['tissue'],2,
96734,96734,96734,64990,covering marker with towel,Covering [something] with [something],"['marker', 'towel']",3,
96736,96736,96736,98488,pushing deodorant from left to right,Pushing [something] from left to right,['deodorant'],2,
96754,96754,96754,31064,pushing a highlighter from left to right,Pushing [something] from left to right,['marker'],2,
96784,96784,96784,3268,uncovering card,Uncovering [something],['card'],2,
96786,96786,96786,195397,pushing banana from right to left,Pushing [something] from right to left,['banana'],2,
96791,96791,96791,175347,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,False
96801,96801,96801,40809,putting cd on a surface,Putting [something] on a surface,['cd'],2,
96829,96829,96829,193663,pushing glasses from left to right,Pushing [something] from left to right,['glass'],2,False
96842,96842,96842,45817,moving a wallet down,Moving [something] down,['wallet'],2,
96844,96844,96844,121442,taking markers,Taking [one of many similar things on the table],['marker'],2,
96892,96892,96892,107135,uncovering comb,Uncovering [something],['comb'],2,e_frame - s_frame < 4
96898,96898,96898,137014,moving tissue up,Moving [something] up,['tissue'],2,
96906,96906,96906,110328,pushing key from right to left,Pushing [something] from right to left,['key'],2,
96969,96969,96969,196805,pushing mobile from left to right,Pushing [something] from left to right,['phone'],2,
96997,96997,96997,50414,putting a calculator on a surface,Putting [something] on a surface,['calculator'],2,
97038,97038,97038,201454,covering calculator with cd,Covering [something] with [something],"['calculator', 'cd']",3,e_frame - s_frame < 4
97048,97048,97048,83209,putting a pen on a surface,Putting [something] on a surface,['pen'],2,
97051,97051,97051,94736,moving pen down,Moving [something] down,['pen'],2,
97053,97053,97053,218849,covering a coin with a card,Covering [something] with [something],"['coin', 'card']",3,
97083,97083,97083,75421,moving wrist watch down,Moving [something] down,['watch'],2,
97084,97084,97084,127241,taking remote,Taking [one of many similar things on the table],['remote'],2,
97090,97090,97090,172614,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
97129,97129,97129,10172,putting a brush on a surface,Putting [something] on a surface,['brush'],2,
97131,97131,97131,203967,moving coffee cup up,Moving [something] up,['cup'],2,
97132,97132,97132,176936,pushing beer bottle from right to left,Pushing [something] from right to left,['bottle'],2,
97137,97137,97137,183657,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
97140,97140,97140,7706,putting mug on a surface,Putting [something] on a surface,['mug'],2,
97142,97142,97142,116673,uncovering color pencils,Uncovering [something],['pen'],2,False
97159,97159,97159,117049,taking coin,Taking [one of many similar things on the table],['coin'],2,
97199,97199,97199,21956,moving paper down,Moving [something] down,['paper'],2,
97204,97204,97204,188255,putting bottle on a surface,Putting [something] on a surface,['bottle'],2,
97230,97230,97230,119626,putting glasses on a surface,Putting [something] on a surface,['glass'],2,
97254,97254,97254,159286,putting keys on a surface,Putting [something] on a surface,['key'],2,
97316,97316,97316,71760,taking spoon,Taking [one of many similar things on the table],['spoon'],2,
97321,97321,97321,8931,taking hair clip,Taking [one of many similar things on the table],['hair clip'],2,
97328,97328,97328,144660,putting a key on a surface,Putting [something] on a surface,['key'],2,
97351,97351,97351,40998,putting brush on a surface,Putting [something] on a surface,['brush'],2,
97370,97370,97370,176512,uncovering color pencils,Uncovering [something],['pen'],2,
97375,97375,97375,113974,uncovering lid,Uncovering [something],['lid'],2,e_frame - s_frame < 4
97378,97378,97378,125152,moving sharpener down,Moving [something] down,['sharpener'],2,
97400,97400,97400,155919,pushing bucket from right to left,Pushing [something] from right to left,['bucket'],2,
97416,97416,97416,106658,moving eraser down,Moving [something] down,['eraser'],2,
97428,97428,97428,188183,moving nail clipper up,Moving [something] up,['cutter'],2,
97446,97446,97446,64301,moving color pencils up,Moving [something] up,['pen'],2,
97448,97448,97448,68787,covering color pencils with paper,Covering [something] with [something],"['pen', 'paper']",3,e_frame - s_frame < 4
97456,97456,97456,39769,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
97491,97491,97491,38664,taking remote,Taking [one of many similar things on the table],['remote'],2,
97494,97494,97494,16668,putting a remote control on a surface,Putting [something] on a surface,['remote'],2,
97497,97497,97497,97197,taking markers,Taking [one of many similar things on the table],['marker'],2,
97536,97536,97536,204389,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
97538,97538,97538,207560,pushing marker from right to left,Pushing [something] from right to left,['marker'],2,
97555,97555,97555,2692,pushing book from left to right,Pushing [something] from left to right,['book'],2,
97566,97566,97566,125256,putting lipstick on a surface,Putting [something] on a surface,['lipstick'],2,
97590,97590,97590,170030,pushing marker from left to right,Pushing [something] from left to right,['marker'],2,
97592,97592,97592,29482,moving comb up,Moving [something] up,['comb'],2,
97606,97606,97606,194290,covering card with paper,Covering [something] with [something],"['card', 'paper']",3,e_frame - s_frame < 4
97608,97608,97608,156326,covering phone with cloth,Covering [something] with [something],"['phone', 'cloth']",3,False
97631,97631,97631,40221,moving key up,Moving [something] up,['key'],2,
97633,97633,97633,27279,moving hdmi cable up,Moving [something] up,['cable'],2,
97636,97636,97636,151165,taking jar,Taking [one of many similar things on the table],['jar'],2,
97659,97659,97659,58272,pushing a book from left to right,Pushing [something] from left to right,['book'],2,
97661,97661,97661,91943,moving bottle up,Moving [something] up,['bottle'],2,
97662,97662,97662,143183,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
97689,97689,97689,100871,moving cap up,Moving [something] up,['cap'],2,
97708,97708,97708,193918,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
97743,97743,97743,61341,pushing jar from left to right,Pushing [something] from left to right,['jar'],2,
97750,97750,97750,168713,uncovering ruler,Uncovering [something],['ruler'],2,e_frame - s_frame < 4
97764,97764,97764,88877,moving book down,Moving [something] down,['book'],2,
97787,97787,97787,75801,taking glass,Taking [one of many similar things on the table],['glass'],2,
97788,97788,97788,33938,uncovering comb,Uncovering [something],['comb'],2,e_frame - s_frame < 4
97789,97789,97789,202660,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
97815,97815,97815,24796,moving coin up,Moving [something] up,['coin'],2,
97833,97833,97833,121608,pushing book from right to left,Pushing [something] from right to left,['book'],2,
97841,97841,97841,70967,pushing nail clipper from right to left,Pushing [something] from right to left,['cutter'],2,
97843,97843,97843,39108,moving remote up,Moving [something] up,['remote'],2,
97850,97850,97850,194369,moving book up,Moving [something] up,['book'],2,
97883,97883,97883,193035,putting smartphone on a surface,Putting [something] on a surface,['phone'],2,
97888,97888,97888,54043,moving color pencils up,Moving [something] up,['pen'],2,False
97889,97889,97889,136902,moving usb up,Moving [something] up,['pendrive'],2,
97895,97895,97895,174683,uncovering pencil,Uncovering [something],['pen'],2,e_frame - s_frame < 4
97911,97911,97911,58298,putting paper on a surface,Putting [something] on a surface,['paper'],2,
97919,97919,97919,201324,pushing battery from left to right,Pushing [something] from left to right,['battery'],2,
97941,97941,97941,152744,putting permanent marker on a surface,Putting [something] on a surface,['marker'],2,
97944,97944,97944,23975,pushing doll from right to left,Pushing [something] from right to left,['doll'],2,
97955,97955,97955,33256,putting glasses on a surface,Putting [something] on a surface,['glass'],2,
97960,97960,97960,21798,moving sharpener down,Moving [something] down,['sharpener'],2,
97989,97989,97989,9709,moving tv remote down,Moving [something] down,['remote'],2,
98037,98037,98037,132156,moving color pencils up,Moving [something] up,['pen'],2,
98062,98062,98062,71977,moving matchbox down,Moving [something] down,['matchbox'],2,
98084,98084,98084,16998,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
98085,98085,98085,79289,uncovering smartphone,Uncovering [something],['phone'],2,
98093,98093,98093,180545,moving a towel down,Moving [something] down,['towel'],2,
98094,98094,98094,111518,moving brush down,Moving [something] down,['brush'],2,
98145,98145,98145,110405,moving a plastic cup down,Moving [something] down,['cup'],2,
98161,98161,98161,78585,pushing a jar from left to right,Pushing [something] from left to right,['jar'],2,
98170,98170,98170,186579,covering flashdisk with tissue,Covering [something] with [something],"['pendrive', 'tissue']",3,False
98176,98176,98176,87658,moving pencil up,Moving [something] up,['pen'],2,
98186,98186,98186,18682,moving charger down,Moving [something] down,['charger'],2,
98190,98190,98190,63234,moving lamp down,Moving [something] down,['lamp'],2,
98206,98206,98206,177453,moving remote up,Moving [something] up,['remote'],2,
98234,98234,98234,186883,taking coin,Taking [one of many similar things on the table],['coin'],2,False
98248,98248,98248,103693,pushing shampoo from left to right,Pushing [something] from left to right,['shampoo'],2,
98250,98250,98250,184314,pushing phone from left to right,Pushing [something] from left to right,['phone'],2,
98262,98262,98262,106280,moving a mobile phone up,Moving [something] up,['phone'],2,
98266,98266,98266,144646,putting mug on a surface,Putting [something] on a surface,['mug'],2,
98297,98297,98297,59442,moving handphone up,Moving [something] up,['phone'],2,
98372,98372,98372,70071,moving brush down,Moving [something] down,['brush'],2,
98388,98388,98388,3714,uncovering a pen,Uncovering [something],['pen'],2,
98409,98409,98409,145879,putting a glass on a surface,Putting [something] on a surface,['glass'],2,
98427,98427,98427,196661,moving color pencils up,Moving [something] up,['pen'],2,
98435,98435,98435,107151,taking a pen,Taking [one of many similar things on the table],['pen'],2,
98454,98454,98454,49200,pushing keyboard from left to right,Pushing [something] from left to right,['keyboard'],2,
98467,98467,98467,156207,uncovering card,Uncovering [something],['card'],2,e_frame - s_frame < 4
98471,98471,98471,194023,moving a pillow up,Moving [something] up,['pillow'],2,
98504,98504,98504,133466,putting a water bottle on a surface,Putting [something] on a surface,['bottle'],2,
98519,98519,98519,93400,pushing plastic water bottle from left to right,Pushing [something] from left to right,['bottle'],2,
98522,98522,98522,66978,covering mobile with remote,Covering [something] with [something],"['phone', 'remote']",3,
98528,98528,98528,13999,putting a bottle on a surface,Putting [something] on a surface,['bottle'],2,
98575,98575,98575,143100,putting pendrive on a surface,Putting [something] on a surface,['pendrive'],2,
98584,98584,98584,40658,moving pencil down,Moving [something] down,['pen'],2,
98598,98598,98598,167572,moving mobile up,Moving [something] up,['phone'],2,
98601,98601,98601,113933,moving a wallet down,Moving [something] down,['wallet'],2,
98617,98617,98617,209083,pushing key from right to left,Pushing [something] from right to left,['key'],2,
98618,98618,98618,42113,uncovering wallet,Uncovering [something],['wallet'],2,
98619,98619,98619,93544,pushing stone from right to left,Pushing [something] from right to left,['stone'],2,
98671,98671,98671,98223,putting steel spoon on a surface,Putting [something] on a surface,['spoon'],2,
98679,98679,98679,220256,pushing tissue from left to right,Pushing [something] from left to right,['tissue'],2,
98699,98699,98699,201275,putting coin on a surface,Putting [something] on a surface,['coin'],2,
98715,98715,98715,144949,pushing wallet from left to right,Pushing [something] from left to right,['wallet'],2,
98724,98724,98724,160566,moving cup down,Moving [something] down,['cup'],2,
98736,98736,98736,59835,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
98742,98742,98742,128155,pushing duct tape from left to right,Pushing [something] from left to right,['tape'],2,
98757,98757,98757,18388,moving keys up,Moving [something] up,['key'],2,
98890,98890,98890,70864,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
98903,98903,98903,63246,taking mobile,Taking [one of many similar things on the table],['phone'],2,
98904,98904,98904,56643,moving cap down,Moving [something] down,['cap'],2,
98948,98948,98948,74026,putting bottle on a surface,Putting [something] on a surface,['bottle'],2,
98969,98969,98969,188442,moving book up,Moving [something] up,['book'],2,False
98970,98970,98970,110068,pushing coin from left to right,Pushing [something] from left to right,['coin'],2,
98973,98973,98973,76091,pushing glasses from left to right,Pushing [something] from left to right,['glass'],2,
98983,98983,98983,189629,pushing mouse from right to left,Pushing [something] from right to left,['mouse'],2,
99019,99019,99019,37536,pushing box from left to right,Pushing [something] from left to right,['box'],2,
99071,99071,99071,1497,putting a toy on a surface,Putting [something] on a surface,['toy'],2,
99113,99113,99113,101688,pushing toy car from right to left,Pushing [something] from right to left,['toy car'],2,
99141,99141,99141,170998,moving adapter up,Moving [something] up,['adapter'],2,False
99159,99159,99159,220704,covering wallet with napkin,Covering [something] with [something],"['wallet', 'napkin']",3,
99162,99162,99162,55026,uncovering remote control,Uncovering [something],['remote'],2,e_frame - s_frame < 4
99189,99189,99189,84925,uncovering scissors,Uncovering [something],['scissors'],2,e_frame - s_frame < 4
99191,99191,99191,88383,pushing mobile from left to right,Pushing [something] from left to right,['phone'],2,
99192,99192,99192,179548,pushing a ruler from left to right,Pushing [something] from left to right,['ruler'],2,
99207,99207,99207,87592,pushing a tissue from left to right,Pushing [something] from left to right,['tissue'],2,
99215,99215,99215,34083,putting smartphone on a surface,Putting [something] on a surface,['phone'],2,
99225,99225,99225,82940,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
99228,99228,99228,53058,moving plug down,Moving [something] down,['plug'],2,
99232,99232,99232,98190,pushing keyboard from left to right,Pushing [something] from left to right,['keyboard'],2,
99277,99277,99277,3371,moving bottle down,Moving [something] down,['bottle'],2,
99283,99283,99283,31339,uncovering a plate,Uncovering [something],['plate'],2,
99324,99324,99324,15878,uncovering comb,Uncovering [something],['comb'],2,
99327,99327,99327,196088,moving color pencils up,Moving [something] up,['pen'],2,
99389,99389,99389,15120,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
99403,99403,99403,206493,moving notebook up,Moving [something] up,['book'],2,
99418,99418,99418,26258,putting book on a surface,Putting [something] on a surface,['book'],2,False
99432,99432,99432,142026,moving mouse down,Moving [something] down,['mouse'],2,
99434,99434,99434,16230,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
99442,99442,99442,169991,moving scissors down,Moving [something] down,['scissors'],2,
99474,99474,99474,95564,moving a lipstick up,Moving [something] up,['lipstick'],2,
99475,99475,99475,113206,covering comb with napkin,Covering [something] with [something],"['comb', 'napkin']",3,
99478,99478,99478,52334,moving plate up,Moving [something] up,['plate'],2,
99481,99481,99481,70570,pushing glasses from right to left,Pushing [something] from right to left,['glass'],2,
99487,99487,99487,65100,putting pen on a surface,Putting [something] on a surface,['pen'],2,
99498,99498,99498,115105,moving pen down,Moving [something] down,['pen'],2,False
99502,99502,99502,100235,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
99562,99562,99562,91084,covering vessel with lid,Covering [something] with [something],"['vessel', 'lid']",3,
99607,99607,99607,43235,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
99622,99622,99622,170905,moving water down,Moving [something] down,['water'],2,
99634,99634,99634,33712,moving brush down,Moving [something] down,['brush'],2,
99663,99663,99663,171183,covering charger with tissue,Covering [something] with [something],"['charger', 'tissue']",3,
99672,99672,99672,196146,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
99686,99686,99686,44941,moving a toy car up,Moving [something] up,['toy car'],2,
99689,99689,99689,18434,moving color pencils up,Moving [something] up,['pen'],2,
99691,99691,99691,147908,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
99693,99693,99693,123868,moving marker down,Moving [something] down,['marker'],2,
99697,99697,99697,126602,moving coin up,Moving [something] up,['coin'],2,
99698,99698,99698,188160,pushing cap from right to left,Pushing [something] from right to left,['cap'],2,
99712,99712,99712,18641,moving book down,Moving [something] down,['book'],2,
99730,99730,99730,125752,covering bottle with napkin,Covering [something] with [something],"['bottle', 'napkin']",3,
99731,99731,99731,211146,moving soap down,Moving [something] down,['soap'],2,
99768,99768,99768,6152,moving brush up,Moving [something] up,['brush'],2,
99808,99808,99808,195904,moving clip down,Moving [something] down,['clip'],2,
99826,99826,99826,40259,putting scissors on a surface,Putting [something] on a surface,['scissors'],2,
99848,99848,99848,148347,moving color pencils down,Moving [something] down,['pen'],2,
99855,99855,99855,155813,pushing glasses from right to left,Pushing [something] from right to left,['glass'],2,
99875,99875,99875,86328,moving cd up,Moving [something] up,['cd'],2,
99880,99880,99880,111500,pushing box from left to right,Pushing [something] from left to right,['box'],2,
99903,99903,99903,111369,pushing pen from left to right,Pushing [something] from left to right,['pen'],2,
99924,99924,99924,7581,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
99943,99943,99943,45508,moving wallet up,Moving [something] up,['wallet'],2,
99954,99954,99954,114351,putting pen on a surface,Putting [something] on a surface,['pen'],2,
99979,99979,99979,83967,moving candle up,Moving [something] up,['candle'],2,
99996,99996,99996,24125,pushing screwdriver from right to left,Pushing [something] from right to left,['screwdriver'],2,
99998,99998,99998,85795,moving a shoe up,Moving [something] up,['shoe'],2,
100028,100028,100028,26519,moving cup up,Moving [something] up,['cup'],2,
100031,100031,100031,28607,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
100037,100037,100037,83593,pushing box from right to left,Pushing [something] from right to left,['box'],2,
100044,100044,100044,61952,pushing keys from left to right,Pushing [something] from left to right,['key'],2,
100072,100072,100072,152796,moving jar up,Moving [something] up,['jar'],2,False
100092,100092,100092,112951,putting ball on a surface,Putting [something] on a surface,['ball'],2,
100128,100128,100128,155361,uncovering color pencils,Uncovering [something],['pen'],2,
100137,100137,100137,15063,putting dreidel on a surface,Putting [something] on a surface,['dreidel'],2,
100194,100194,100194,153880,pushing watch from right to left,Pushing [something] from right to left,['watch'],2,
100224,100224,100224,178620,putting jar on a surface,Putting [something] on a surface,['jar'],2,
100246,100246,100246,125018,pushing dreidel from left to right,Pushing [something] from left to right,['dreidel'],2,
100265,100265,100265,167938,putting cardboard box on a surface,Putting [something] on a surface,['card'],2,
100276,100276,100276,139423,putting eraser on a surface,Putting [something] on a surface,['eraser'],2,
100277,100277,100277,71438,pushing adapter from right to left,Pushing [something] from right to left,['adapter'],2,
100295,100295,100295,89890,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
100303,100303,100303,159312,putting pen on a surface,Putting [something] on a surface,['pen'],2,
100310,100310,100310,220194,putting a cup on a surface,Putting [something] on a surface,['cup'],2,
100321,100321,100321,46461,taking pen,Taking [one of many similar things on the table],['pen'],2,
100323,100323,100323,102790,taking markers,Taking [one of many similar things on the table],['marker'],2,
100330,100330,100330,188199,moving bottle up,Moving [something] up,['bottle'],2,
100338,100338,100338,84,putting smartphone on a surface,Putting [something] on a surface,['phone'],2,
100349,100349,100349,58385,moving mouse up,Moving [something] up,['mouse'],2,
100367,100367,100367,141472,moving color pencils up,Moving [something] up,['pen'],2,
100383,100383,100383,155171,putting spoon on a surface,Putting [something] on a surface,['spoon'],2,
100387,100387,100387,114856,pushing mug from right to left,Pushing [something] from right to left,['mug'],2,
100396,100396,100396,191147,uncovering book,Uncovering [something],['book'],2,
100397,100397,100397,84860,uncovering card,Uncovering [something],['card'],2,
100408,100408,100408,215980,putting a fork on a surface,Putting [something] on a surface,['fork'],2,
100410,100410,100410,178521,moving book up,Moving [something] up,['book'],2,
100427,100427,100427,102194,moving watch down,Moving [something] down,['watch'],2,
100429,100429,100429,84698,moving wallet up,Moving [something] up,['wallet'],2,
100436,100436,100436,9018,taking pen,Taking [one of many similar things on the table],['pen'],2,
100461,100461,100461,103230,taking water bottle,Taking [one of many similar things on the table],['bottle'],2,
100470,100470,100470,19884,pushing scissors from left to right,Pushing [something] from left to right,['scissors'],2,
100472,100472,100472,65586,pushing book from right to left,Pushing [something] from right to left,['book'],2,
100490,100490,100490,156631,taking leaf,Taking [one of many similar things on the table],['leaf'],2,
100492,100492,100492,159198,putting pendrive on a surface,Putting [something] on a surface,['pendrive'],2,
100513,100513,100513,56342,putting adapter on a surface,Putting [something] on a surface,['adapter'],2,
100555,100555,100555,120372,moving scissors down,Moving [something] down,['scissors'],2,
100577,100577,100577,155683,pushing marker from right to left,Pushing [something] from right to left,['marker'],2,
100585,100585,100585,204796,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
100609,100609,100609,99071,putting adapter on a surface,Putting [something] on a surface,['adapter'],2,
100613,100613,100613,107298,putting pen on a surface,Putting [something] on a surface,['pen'],2,
100614,100614,100614,95520,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
100630,100630,100630,51974,moving cap up,Moving [something] up,['cap'],2,
100632,100632,100632,85260,putting spoon on a surface,Putting [something] on a surface,['spoon'],2,
100633,100633,100633,107615,moving dreidel up,Moving [something] up,['dreidel'],2,
100644,100644,100644,138038,uncovering color pencils,Uncovering [something],['pen'],2,
100668,100668,100668,42876,putting ball on a surface,Putting [something] on a surface,['ball'],2,
100692,100692,100692,144055,covering color pencils with paper,Covering [something] with [something],"['pen', 'paper']",3,e_frame - s_frame < 4
100700,100700,100700,120246,moving a pencil up,Moving [something] up,['pen'],2,
100746,100746,100746,118395,covering remote control with book,Covering [something] with [something],"['remote', 'book']",3,False
100754,100754,100754,59569,putting coin on a surface,Putting [something] on a surface,['coin'],2,
100829,100829,100829,85461,moving pizza cutter down,Moving [something] down,['cutter'],2,
100843,100843,100843,212071,putting pen on a surface,Putting [something] on a surface,['pen'],2,
100864,100864,100864,103076,pushing book from left to right,Pushing [something] from left to right,['book'],2,
100896,100896,100896,127167,moving a wallet down,Moving [something] down,['wallet'],2,
100899,100899,100899,173656,moving color pencils down,Moving [something] down,['pen'],2,
100901,100901,100901,175171,pushing mouse from right to left,Pushing [something] from right to left,['mouse'],2,
100903,100903,100903,4348,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
100908,100908,100908,143671,moving remote up,Moving [something] up,['remote'],2,
100919,100919,100919,56565,putting tomato on a surface,Putting [something] on a surface,['tomato'],2,
100921,100921,100921,38633,pushing a wallet from left to right,Pushing [something] from left to right,['wallet'],2,
100926,100926,100926,5659,pushing an apple from left to right,Pushing [something] from left to right,['apple'],2,
100937,100937,100937,150684,pushing marker from left to right,Pushing [something] from left to right,['marker'],2,
100943,100943,100943,207423,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
100947,100947,100947,203805,pushing marker from right to left,Pushing [something] from right to left,['marker'],2,
100967,100967,100967,85186,pushing brush from right to left,Pushing [something] from right to left,['brush'],2,
100971,100971,100971,56109,pushing book from left to right,Pushing [something] from left to right,['book'],2,
100980,100980,100980,111566,uncovering book,Uncovering [something],['book'],2,e_frame - s_frame < 4
100998,100998,100998,34637,moving color pencils up,Moving [something] up,['pen'],2,
101018,101018,101018,205124,moving a cloth down,Moving [something] down,['cloth'],2,
101025,101025,101025,67865,covering adapter with plastic bag,Covering [something] with [something],"['adapter', 'bag']",3,
101030,101030,101030,34186,covering card with paper,Covering [something] with [something],"['card', 'paper']",3,e_frame - s_frame < 4
101044,101044,101044,218809,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
101053,101053,101053,2514,covering comb with tissue,Covering [something] with [something],"['comb', 'tissue']",3,
101103,101103,101103,32982,pushing marker from left to right,Pushing [something] from left to right,['marker'],2,
101112,101112,101112,63008,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
101120,101120,101120,55739,moving mouse up,Moving [something] up,['mouse'],2,
101138,101138,101138,187467,moving glass down,Moving [something] down,['glass'],2,
101141,101141,101141,33372,moving coin up,Moving [something] up,['coin'],2,
101156,101156,101156,79609,moving cup up,Moving [something] up,['cup'],2,
101158,101158,101158,207614,pushing book from left to right,Pushing [something] from left to right,['book'],2,
101187,101187,101187,173854,moving bottle up,Moving [something] up,['bottle'],2,
101211,101211,101211,95713,pushing toothpaste from right to left,Pushing [something] from right to left,['toothpaste'],2,
101219,101219,101219,164223,moving tape down,Moving [something] down,['tape'],2,
101236,101236,101236,193458,taking a pen,Taking [one of many similar things on the table],['pen'],2,
101242,101242,101242,35152,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
101251,101251,101251,218130,uncovering mp3 player,Uncovering [something],['player'],2,e_frame - s_frame < 4
101289,101289,101289,142737,taking remote,Taking [one of many similar things on the table],['remote'],2,
101294,101294,101294,36794,moving color pencils down,Moving [something] down,['pen'],2,
101306,101306,101306,131983,uncovering a phone,Uncovering [something],['phone'],2,e_frame - s_frame < 4
101359,101359,101359,187280,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
101361,101361,101361,218291,putting small box on a surface,Putting [something] on a surface,['box'],2,
101367,101367,101367,205601,pushing ball from left to right,Pushing [something] from left to right,['ball'],2,
101393,101393,101393,32738,moving color pencils down,Moving [something] down,['pen'],2,
101396,101396,101396,107647,uncovering knife,Uncovering [something],['knife'],2,e_frame - s_frame < 4
101398,101398,101398,175682,pushing jar from right to left,Pushing [something] from right to left,['jar'],2,
101418,101418,101418,159187,pushing candy from right to left,Pushing [something] from right to left,['candy'],2,
101419,101419,101419,86604,moving newspaper down,Moving [something] down,['newspaper'],2,
101453,101453,101453,121611,covering flashdisk with tissue,Covering [something] with [something],"['pendrive', 'tissue']",3,
101479,101479,101479,59692,pushing tissue from left to right,Pushing [something] from left to right,['tissue'],2,
101481,101481,101481,84119,putting a helmet on a surface,Putting [something] on a surface,['helmet'],2,
101488,101488,101488,120290,moving remote up,Moving [something] up,['remote'],2,
101495,101495,101495,79345,pushing paper from right to left,Pushing [something] from right to left,['paper'],2,
101500,101500,101500,16371,uncovering book,Uncovering [something],['book'],2,
101522,101522,101522,196152,pushing remote from right to left,Pushing [something] from right to left,['remote'],2,
101532,101532,101532,212086,uncovering a fork,Uncovering [something],['fork'],2,
101538,101538,101538,178874,pushing bottle cap from right to left,Pushing [something] from right to left,['cap'],2,
101539,101539,101539,217789,moving a toy down,Moving [something] down,['toy'],2,
101551,101551,101551,70999,putting candy on a surface,Putting [something] on a surface,['candy'],2,
101572,101572,101572,74036,putting purse on a surface,Putting [something] on a surface,['purse'],2,
101596,101596,101596,208168,pushing deodorant from left to right,Pushing [something] from left to right,['deodorant'],2,
101615,101615,101615,105545,putting sharpener on a surface,Putting [something] on a surface,['sharpener'],2,
101634,101634,101634,109943,putting smartphone on a surface,Putting [something] on a surface,['phone'],2,
101638,101638,101638,27197,taking candy,Taking [one of many similar things on the table],['candy'],2,
101652,101652,101652,28589,pushing toy car from right to left,Pushing [something] from right to left,['toy car'],2,
101686,101686,101686,35364,moving match box up,Moving [something] up,['match box'],2,
